AT,V,AP,AT_V,AT_RH,PE_Label
10.08,43.14,1010.67,434.8512,865.8720000000001,4
23.89,70.04,1011.16,1673.2556000000002,2028.2610000000002,2
18.88,44.06,1013.81,831.8528,1294.0352,3
20.68,68.61,1011.2,1418.8548,1753.8708,2
13.99,36.71,1013.43,513.5729,1162.9886999999999,4
7.4,41.03,1022.09,303.622,553.742,4
11.77,40.0,1021.08,470.79999999999995,1001.3915999999999,4
22.64,63.73,1013.88,1442.8472,1906.7408,2
18.13,66.86,1012.9,1212.1717999999998,1429.3692,3
23.18,72.99,1009.01,1691.9081999999999,2088.2862,2
29.45,68.24,1007.45,2009.668,966.2545,2
10.2,41.17,1019.56,419.93399999999997,841.0919999999999,4
26.57,48.06,1013.23,1276.9542000000001,1069.1768,2
22.78,49.16,1002.29,1119.8648,1464.2984000000001,2
25.59,61.08,1013.19,1563.0372,1977.5952,2
18.66,56.53,1020.13,1054.8498,1493.5464000000002,3
24.66,69.94,1006.56,1724.7204,1502.0405999999998,2
21.9,66.54,1004.76,1457.226,1970.7809999999997,2
12.12,38.28,1013.65,463.9536,1093.1028,4
14.95,42.99,1008.75,642.7005,1356.862,3
19.31,52.72,1024.93,1018.0231999999999,1041.3882999999998,3
30.93,73.42,1010.98,2270.8806,1745.0706,2
26.27,62.91,1011.97,1652.6456999999998,1262.5362,2
19.46,66.86,1012.74,1301.0956,1288.2520000000002,3
15.56,40.12,1013.72,624.2672,1396.9768000000001,3
8.99,41.26,1020.52,370.9274,826.7203999999999,4
22.16,58.82,1009.61,1303.4512,1931.4656,2
24.43,59.87,1019.08,1462.6241,1479.7250999999999,2
20.78,62.52,1017.58,1299.1656,1523.174,3
29.51,76.09,1007.39,2245.4159000000004,2109.965,2
12.4,40.35,1011.46,500.34000000000003,985.6759999999999,4
28.92,72.43,1007.03,2094.6756000000005,1912.7688,2
13.03,42.86,1014.39,558.4658,1123.8374999999999,4
28.73,73.91,1004.91,2123.4343,2015.9841000000001,2
26.43,77.17,1008.67,2039.6031,2447.1537,2
17.61,56.53,1019.5,995.4933,1449.3029999999999,3
21.79,46.21,1012.89,1006.9159,1568.8799999999999,2
5.11,42.07,1004.28,214.97770000000003,417.998,4
12.85,40.35,1011.29,518.4975000000001,1044.3194999999998,4
25.03,47.93,1003.02,1199.6879000000001,1574.1367,2
25.35,66.56,1008.75,1687.296,1695.408,2
28.95,73.4,1011.33,2124.9300000000003,1596.3029999999999,2
19.72,51.19,1008.51,1009.4667999999999,1878.9216,2
30.03,67.9,1006.22,2039.0370000000003,1579.8783,1
8.7,39.72,1020.0,345.56399999999996,685.125,4
14.94,42.77,1018.06,638.9838,1125.7289999999998,3
7.07,37.49,1010.35,265.0543,616.4333,4
21.12,47.24,1003.79,997.7088000000001,1490.016,3
8.6,42.28,1008.58,363.608,689.29,4
10.33,44.92,1025.34,464.02360000000004,884.9711,4
16.79,49.25,1021.21,826.9074999999999,1155.1519999999998,3
16.16,41.79,1007.53,675.3264,1231.5536,3
22.52,64.27,1014.34,1447.3603999999998,1863.9804,2
22.11,59.8,1016.86,1322.1779999999999,1550.7954,3
14.11,45.08,1023.27,636.0788,1174.2341999999999,3
24.97,68.61,1011.08,1713.1916999999999,1471.7317999999998,2
19.22,62.1,1019.43,1193.562,1522.0318,3
13.72,44.47,1027.2,610.1284,945.1708000000001,4
24.58,71.94,1006.85,1768.2851999999998,2188.1115999999997,2
9.16,42.44,1014.43,388.7504,858.0172,4
20.92,57.76,1017.22,1208.3392000000001,1586.9912000000002,3
26.7,70.32,1011.04,1877.5439999999999,2307.147,2
9.04,44.68,1023.14,403.90719999999993,820.1991999999999,4
10.16,39.3,1019.71,399.28799999999995,825.0935999999999,4
3.85,35.47,1016.78,136.55949999999999,328.44350000000003,4
22.7,64.05,1012.65,1453.935,2035.963,2
28.54,69.59,1008.84,1986.0986,2243.8148,2
31.54,72.58,1007.61,2289.1731999999997,2068.0777999999996,1
10.48,36.71,1023.18,384.7208,852.7576000000001,4
16.77,42.28,1007.53,709.0356,1227.3962999999999,3
17.84,52.08,1006.65,929.1071999999999,1785.6056,3
21.76,60.27,1018.96,1311.4752,1850.9056000000003,2
12.24,40.96,1023.52,501.35040000000004,992.5416,4
13.25,49.83,1008.76,660.2475,1168.7825,3
17.28,44.92,1024.39,776.2176000000001,1314.6624000000002,3
34.96,68.94,1006.17,2410.1424,2071.7296,2
28.51,74.78,1009.84,2131.9778,1683.8006000000003,2
32.29,64.96,1002.13,2097.5584,1375.8769,2
15.6,44.68,1018.35,697.0079999999999,1340.196,3
26.91,71.64,1004.59,1927.8324,2248.0614,2
23.55,73.18,1011.85,1723.3890000000001,2071.6935,2
15.49,54.3,1017.59,841.107,1103.8174000000001,3
19.68,62.96,1020.41,1239.0528,1618.8768,3
24.87,60.37,1005.48,1501.4019,1895.3427,2
24.73,69.05,1003.25,1707.6064999999999,1643.0611999999999,2
11.31,39.61,1018.74,447.9891,779.2590000000001,4
15.24,37.87,1020.52,577.1388,1287.6276,3
23.16,57.69,1007.91,1336.1004,1961.652,2
14.81,40.71,1018.54,602.9151,1081.13,3
13.97,41.16,1020.88,575.0052,1046.0736,3
23.25,71.29,1008.05,1657.4925,1659.12,2
22.47,59.43,1006.02,1335.3921,1914.6686999999997,2
16.38,45.64,1020.47,747.5831999999999,1462.4063999999998,3
19.73,68.63,1012.41,1354.0699,1462.3876,3
30.24,69.88,1007.9,2113.1711999999998,1858.5503999999999,2
28.13,61.25,1013.12,1722.9624999999999,1760.0941,2
24.6,75.23,1012.04,1850.6580000000001,1888.542,2
21.64,50.32,1008.41,1088.9248,1867.9648,2
29.03,69.51,1009.8,2017.8753000000002,1365.5712,2
25.02,59.44,1012.49,1487.1888,1842.7230000000002,2
23.32,69.23,1011.75,1614.4436,1762.7588,2
11.48,44.6,1018.29,512.008,1041.9248,4
13.83,41.23,993.31,570.2108999999999,1299.1902,3
26.77,68.08,1010.83,1822.5015999999998,1699.3596,2
15.34,40.73,1018.03,624.7982,1322.1545999999998,3
28.14,43.21,1011.82,1215.9294,1950.6647999999998,2
8.6,36.66,1026.4,315.27599999999995,698.578,4
21.86,58.49,1010.88,1278.5914,1678.6294,2
7.71,36.25,1027.92,279.4875,692.6664000000001,4
22.7,48.14,1014.06,1092.778,1364.0430000000001,2
27.21,66.49,1013.57,1809.1929,1091.3931,2
24.58,48.98,1014.96,1203.9283999999998,952.4749999999999,3
10.06,39.61,1020.69,398.4766,699.0694,4
26.34,68.67,1006.54,1808.7678,1909.1232,2
20.48,51.43,1007.4,1053.2864,1857.536,2
6.19,41.31,1002.48,255.70890000000003,549.672,4
13.08,44.9,1020.47,587.292,1130.8968,4
21.87,74.87,1009.28,1637.4069000000002,1867.6980000000003,2
18.91,43.14,1013.56,815.7774000000001,1103.2094,3
11.92,38.25,1013.13,455.94,1012.2464,4
12.27,41.17,1019.39,505.15590000000003,640.2486,4
5.17,35.57,1026.68,183.8969,412.8762,5
15.93,25.88,1009.45,412.2684,1160.1819,3
22.21,61.87,1010.9,1374.1326999999999,1204.2262,2
20.84,65.06,1016.88,1355.8504,1499.0212000000001,2
22.53,58.62,1016.28,1320.7086,1639.7334,2
16.27,56.89,1013.74,925.6003,1372.5372,3
27.37,69.23,1013.25,1894.8251000000002,1314.3074000000001,2
13.18,43.72,1010.59,576.2296,1306.0062,3
27.69,73.91,1005.23,2046.5679,2096.4099,2
14.0,41.78,1010.96,584.9200000000001,677.18,3
18.88,65.94,1010.43,1244.9471999999998,1614.9952,2
24.18,59.92,1009.88,1448.8656,1923.2772000000002,2
19.19,50.16,1011.12,962.5704,1917.2729000000002,2
28.37,67.07,1005.65,1902.7758999999999,1592.4081,2
27.55,65.59,1011.6,1807.0045000000002,1762.9245,2
5.96,36.25,1029.4,216.05,528.2348,4
28.52,70.02,1010.34,1996.9704,1546.0692,2
26.49,59.44,1012.09,1574.5656,1532.1816,2
22.65,60.93,1006.43,1380.0645,1928.1944999999998,2
7.04,39.37,1019.37,277.16479999999996,486.5344,4
30.13,78.05,1010.99,2351.6465,1852.995,2
29.32,71.29,1008.34,2090.2228,1510.2731999999999,2
10.46,41.26,1020.65,431.5796,964.8304,4
19.62,52.05,1012.09,1021.221,981.3924000000001,3
10.71,41.93,1018.23,449.07030000000003,973.3248,4
26.06,64.05,1012.0,1669.1429999999998,2190.343,2
8.2,41.14,1025.24,337.34799999999996,789.332,4
25.32,60.37,1006.19,1528.5683999999999,1872.1607999999999,2
15.75,39.16,1016.31,616.77,1228.3425,3
30.26,76.2,1008.44,2305.8120000000004,1879.1460000000002,2
9.86,42.49,1009.16,418.9514,802.7026,4
20.56,43.79,1015.85,900.3223999999999,939.592,3
27.28,44.89,1009.02,1224.5992,1361.272,2
22.89,62.39,1007.84,1428.1071,2017.9823999999999,2
27.59,50.05,1005.71,1380.8795,1573.4577,2
31.11,72.25,1012.34,2247.6974999999998,1382.8395,2
13.8,40.2,1013.12,554.7600000000001,1250.142,3
21.8,62.39,1007.84,1360.102,1941.0720000000001,3
14.28,39.39,1013.82,562.4892,1106.9856,3
9.99,41.82,1033.14,417.78180000000003,682.9164,4
17.65,59.87,1018.58,1056.7054999999998,1670.5725,3
19.47,50.9,1012.77,991.0229999999999,1505.6151,3
16.64,39.64,1008.7,659.6096,1360.9856000000002,3
16.95,40.12,1012.59,680.0339999999999,1489.3965,3
25.95,69.51,1009.36,1803.7845,1733.9789999999998,2
14.09,41.2,1016.45,580.508,947.8343,4
11.21,39.85,1013.01,446.71850000000006,846.9155000000001,4
20.25,55.5,1020.03,1123.875,1403.9325,3
17.72,48.14,1013.26,853.0408,1153.3948,3
13.78,38.28,1014.8,527.4984,1118.7982,3
5.57,42.85,1013.55,238.67450000000002,513.2198000000001,4
18.23,60.95,1016.74,1111.1185,1437.4354999999998,3
23.89,65.18,1012.46,1557.1502000000003,1870.3481000000002,2
32.16,66.25,1008.17,2130.6,1829.2607999999998,2
25.62,63.13,1013.84,1617.3906000000002,2139.0138,2
21.69,42.23,1013.05,915.9687,1465.1595,3
13.9,45.08,1023.29,626.612,1159.6770000000001,3
25.88,74.67,1016.66,1932.4596,2098.6092,2
25.03,61.86,1012.84,1548.3558,2023.6755,2
17.7,50.88,1015.44,900.576,1585.389,3
13.98,40.24,1017.19,562.5552,1222.5510000000002,3
23.36,72.24,1010.99,1687.5263999999997,2205.4175999999998,2
26.55,73.67,1005.74,1955.9385000000002,2108.3355,2
25.16,47.01,1014.99,1182.7716,1610.24,3
23.82,63.76,1009.8,1518.7631999999999,1642.1508,2
29.86,70.8,1010.22,2114.0879999999997,2100.9496,2
25.42,66.05,1016.74,1678.991,1751.9464000000003,2
8.33,39.72,1020.24,330.8676,690.0572000000001,4
26.2,65.18,1011.42,1707.7160000000001,1252.884,2
31.49,73.5,1010.71,2314.515,1264.6383999999998,2
28.05,70.36,1006.73,1973.598,1806.981,2
9.7,37.14,1012.79,360.258,729.4399999999999,4
15.94,44.85,1014.29,714.909,1077.0657999999999,3
18.52,58.41,1013.77,1081.7531999999999,1849.9628,2
14.5,40.66,1016.81,589.5699999999999,1202.4850000000001,3
25.66,71.77,1006.76,1841.6182,2174.9416,1
24.29,62.91,1013.04,1528.0838999999999,1599.4964999999997,2
13.87,49.83,1006.76,691.1420999999999,1236.3718,3
6.1,43.65,1018.07,266.265,462.68499999999995,4
21.91,70.32,1009.17,1540.7112,1984.3887,2
29.34,70.94,1007.82,2081.3795999999998,1831.6962,2
23.93,65.59,1011.09,1569.5687,2088.1318,2
7.77,40.27,1010.25,312.8979,649.9605,4
28.07,74.33,1012.0,2086.4431,2012.3383,1
28.34,73.68,1015.05,2088.0912000000003,2174.5282,2
18.59,65.06,1015.75,1209.4654,1500.5847999999999,3
28.68,61.86,1011.78,1774.1448,1797.3756,2
19.01,58.46,1017.14,1111.3246000000001,1729.7199,2
21.29,51.43,1011.31,1094.9447,1918.6548,3
9.78,52.75,1022.97,515.895,765.8718,3
19.65,42.23,1013.04,829.8194999999998,1491.435,3
8.54,38.08,1019.75,325.2032,608.3895999999999,4
21.39,58.05,1013.03,1241.6895,1848.9516,2
13.25,43.7,1013.61,579.0250000000001,1007.6624999999999,4
13.53,42.03,1017.52,568.6659,1136.7905999999998,3
5.35,35.79,1013.23,191.4765,500.3855,4
32.0,65.74,1011.22,2103.68,1477.12,2
26.92,68.27,1008.11,1837.8284,1661.7716,2
25.82,59.43,1008.08,1534.4826,1684.755,2
26.41,65.59,1010.69,1732.2319,1948.5298,2
4.27,39.64,1010.99,169.2628,362.30949999999996,4
17.79,44.9,1020.5,798.771,1240.3188,3
17.47,58.16,1016.36,1016.0551999999999,1437.0822,3
28.53,76.86,999.08,2192.8158,2161.7181,2
28.37,68.12,1012.41,1932.5644000000002,1301.3319,2
22.88,71.73,1010.11,1641.1824,1989.6447999999998,2
10.16,41.62,1013.15,422.8592,958.088,3
4.59,39.33,1010.85,180.5247,329.4702,5
9.23,39.66,1019.44,366.0618,702.4953,4
23.81,66.51,1016.96,1583.6031,1670.5095999999999,2
17.98,60.1,1009.61,1080.598,1512.2978,3
12.38,45.09,1013.26,558.2142000000001,1121.009,3
12.88,44.34,1016.03,571.0992000000001,1140.0088,4
23.26,63.56,1013.64,1478.4056,1658.438,2
25.98,68.12,1011.36,1769.7576000000001,1737.0228,2
10.01,41.17,1018.78,412.1117,869.2684,4
8.55,36.25,1029.54,309.9375,728.7165000000001,4
16.85,50.9,1013.26,857.6650000000001,1414.3890000000001,3
23.48,66.49,1014.41,1561.1852,1470.0828,3
19.64,46.33,1013.33,909.9212,1944.1635999999999,3
22.0,59.54,1004.55,1309.8799999999999,2095.5,2
22.54,63.91,1012.15,1440.5313999999998,1913.8713999999998,2
28.18,77.54,1011.99,2185.0772,2105.6096,2
31.04,74.67,1015.85,2317.7568,1344.6528,2
10.81,45.0,1023.45,486.45000000000005,928.4709,4
21.84,55.5,1019.28,1212.12,1357.7928,3
24.96,69.68,1011.37,1739.2128000000002,1575.4752,2
22.19,70.02,1011.03,1553.7438,1830.4531,2
31.01,74.16,1010.89,2299.7016,1752.6852000000001,2
19.05,55.5,1020.25,1057.275,1443.228,3
17.37,58.49,1012.2,1015.9713,1583.1018000000001,3
24.07,73.46,1006.61,1768.1822,1768.1822,2
23.0,66.05,1020.61,1519.1499999999999,1846.67,1
20.05,42.48,1012.29,851.7239999999999,1706.0545000000002,3
24.03,45.87,1007.55,1102.2561,1261.0944,2
31.44,79.74,1006.95,2507.0256,1791.7656000000002,2
7.36,41.01,1025.49,301.8336,710.0928,4
20.53,65.06,1016.69,1335.6818,1508.3391000000001,2
29.21,72.25,1012.72,2110.4225,2098.7385,2
20.68,63.86,1015.73,1320.6248,1537.7648,2
32.96,69.75,1008.86,2298.96,1325.9808,2
26.29,56.85,1012.68,1494.5865,1586.0756999999999,2
29.25,78.87,1012.05,2306.9475,2465.19,2
31.91,69.89,1014.59,2230.1899,1739.4141,1
6.67,39.33,1011.07,262.3311,613.3732,5
14.56,40.89,1010.94,595.3584000000001,1158.5392,3
20.3,58.41,1014.05,1185.723,1753.514,3
20.74,58.2,1017.54,1207.068,1465.4883999999997,3
23.51,58.79,1016.44,1382.1529,1537.0837999999999,2
32.32,76.09,1006.63,2459.2288000000003,2034.8672000000001,2
25.79,75.6,1017.46,1949.7239999999997,1950.4977,2
22.26,70.47,1008.32,1568.6622,1874.7372,2
5.53,35.79,1013.48,197.9187,520.8707,4
16.05,65.46,1013.92,1050.633,1412.2395,3
9.98,41.62,1013.56,415.3676,955.7846,3
18.47,62.1,1019.86,1146.9869999999999,1525.0678999999998,3
26.55,69.45,1013.92,1843.8975,1386.441,2
27.67,71.64,1004.41,1982.2788,2162.1338,2
29.63,66.75,1018.08,1977.8025,1732.1698,2
9.32,41.39,1020.03,385.7548,654.3571999999999,4
29.04,76.09,1007.52,2209.6536,2190.7776,2
19.27,65.12,1015.63,1254.8624,1415.9596000000001,2
21.55,44.05,1005.69,949.2774999999999,1811.2775,2
8.35,40.46,1019.23,337.841,611.721,4
24.71,61.9,1013.78,1529.549,2120.6122,2
21.85,58.33,1013.03,1274.5105,1450.6215000000002,2
11.2,41.54,1019.94,465.24799999999993,752.416,4
25.21,69.48,1010.99,1751.5908000000002,1897.5566999999999,2
21.75,50.12,1009.36,1090.11,2053.4175,2
23.59,71.73,1009.69,1692.1107000000002,2053.7454000000002,2
27.57,68.31,1010.48,1883.3067,1540.3359,2
15.03,40.66,1016.58,611.1197999999999,1263.7223999999999,3
3.6,35.19,1018.73,126.684,356.76,4
27.81,66.51,1016.11,1849.6431,1348.2287999999999,2
21.41,50.32,1008.61,1077.3512,1808.5027,2
6.4,41.17,1019.54,263.488,546.368,4
31.03,69.98,1011.33,2171.4794,1618.5248,2
14.09,44.84,1023.65,631.7956,1328.5461,3
31.38,71.32,1009.17,2238.0215999999996,1895.9796,2
30.21,71.32,1006.19,2154.5771999999997,2041.2896999999998,2
23.81,73.17,1012.13,1742.1777,2050.7553,2
21.4,59.21,1017.84,1267.0939999999998,1669.414,2
15.14,37.85,1010.33,573.0490000000001,1276.302,3
16.34,41.48,1015.92,677.7832,788.2416000000001,3
25.64,63.47,1012.33,1627.3708,1752.494,2
14.2,40.92,1022.26,581.064,1018.2819999999998,3
29.91,74.33,1013.22,2223.2102999999997,1189.2215999999999,2
22.64,70.98,1005.71,1606.9872,2165.516,2
32.5,73.68,1014.65,2394.6000000000004,1810.8999999999999,1
25.73,62.66,1010.15,1612.2418,1406.4017999999999,2
32.35,77.95,1014.76,2521.6825000000003,1969.468,2
18.1,45.0,1023.05,814.5000000000001,876.221,3
15.32,45.01,1013.3,689.5532,1282.5904,3
21.41,54.2,1011.37,1160.422,1761.6148,2
18.87,52.05,1012.02,982.1835,1008.7902,3
27.3,57.19,1008.08,1561.287,1733.004,2
14.2,45.51,1015.36,646.242,1062.87,3
8.61,43.8,1021.9,377.11799999999994,640.1534999999999,4
27.98,74.78,1009.46,2092.3444,1765.8178,2
23.97,63.86,1018.09,1530.7241999999999,1381.1514,2
20.63,43.77,1010.71,902.9751,1286.0742,2
23.63,73.18,1012.29,1729.2434,2098.5803,2
24.84,71.73,1009.84,1781.7732,2047.0644,2
25.76,71.06,1007.93,1830.5056000000002,2328.704,2
6.77,38.18,1017.8,258.4786,549.2501,4
21.75,67.45,1014.89,1467.0375000000001,1459.2075,2
18.21,41.85,1014.67,762.0885000000001,1035.4206000000001,3
23.09,73.5,1011.4,1697.115,2072.5584,2
21.28,70.32,1011.55,1496.4096,1873.704,2
29.04,70.72,1009.55,2053.7088,1933.4832,2
11.98,39.35,1014.97,471.413,1174.639,4
11.4,52.75,1023.31,601.35,862.98,3
4.32,35.47,1017.8,153.2304,382.36320000000006,4
15.77,39.82,1013.01,627.9614,1247.407,3
17.75,42.24,1016.86,749.76,1091.98,3
19.26,58.46,1015.74,1125.9396000000002,1630.1664,3
23.85,69.45,1013.99,1656.3825000000002,1445.3100000000002,2
26.77,64.45,1013.26,1725.3265000000001,1192.8712,2
25.2,61.08,1013.04,1539.216,1871.856,2
21.84,59.07,1008.84,1290.0888,2107.56,2
20.17,58.12,1015.41,1172.2804,1602.9099,3
21.74,60.27,1015.82,1310.2698,1933.9903999999997,2
27.53,70.32,1007.75,1935.9096,1357.5043,2
21.95,50.66,1013.92,1111.9869999999999,1557.1329999999998,3
8.03,37.8,1020.47,303.53399999999993,487.1801,4
15.25,39.16,1016.18,597.1899999999999,1210.6975,4
32.16,71.32,1005.5,2293.6511999999993,1936.9967999999997,2
24.81,67.17,1007.71,1666.4877,2093.2197,2
14.85,43.13,1016.02,640.4805,821.0564999999999,4
28.32,72.58,1007.77,2055.4656,2218.872,1
22.21,61.5,1008.34,1365.915,1692.8462,2
5.53,40.64,1020.78,224.7392,537.7925,4
25.31,60.75,1008.65,1537.5825,2008.3484999999998,2
15.86,43.5,1021.22,689.91,1195.5267999999999,3
23.47,60.77,1017.19,1426.2719,1768.6991999999998,2
14.08,43.41,1015.59,611.2127999999999,762.432,3
20.15,49.5,1013.47,997.425,1344.0049999999999,3
13.07,43.13,1016.93,563.7091,915.1614,4
26.75,69.45,1013.88,1857.7875000000001,1435.1375,2
32.31,62.04,1010.41,2004.5124,1272.6909,3
30.18,61.5,1009.8,1856.07,1110.9258,2
9.15,41.82,1032.88,382.653,687.2565000000001,4
8.57,40.23,1017.53,344.7711,775.2422,4
24.68,48.06,1013.83,1186.1208000000001,1356.6596,2
5.97,40.35,1012.3,240.8895,561.7769999999999,4
17.54,42.42,1008.97,744.0468,1186.9318,4
24.98,60.32,1016.39,1506.7936,1576.7376,2
25.54,60.37,1006.49,1541.8498,1827.1316000000002,2
27.45,64.34,1007.12,1766.133,1808.1315000000002,2
23.24,45.01,1012.21,1046.0323999999998,1051.1452,3
11.04,45.51,1017.53,502.43039999999996,920.9567999999999,4
17.06,58.96,1013.83,1005.8575999999999,1261.587,3
3.82,35.47,1016.62,135.4954,322.1788,4
12.1,44.77,1019.1,541.717,917.7849999999999,3
11.72,40.55,1021.54,475.246,997.7236,4
14.66,42.07,1018.14,616.7462,1241.4088000000002,3
22.45,63.77,1014.57,1431.6365,1963.0279999999998,2
23.46,72.43,1008.0,1699.2078000000001,2124.303,2
30.15,70.32,1007.58,2120.1479999999997,1632.321,1
31.74,79.74,1007.07,2530.9475999999995,1951.0577999999998,2
21.4,74.93,1014.58,1603.502,1730.1899999999998,2
16.56,42.99,1007.48,711.9144,1232.892,3
27.45,59.74,1011.34,1639.863,1608.021,3
13.69,40.83,1008.53,558.9626999999999,1161.0489,4
12.67,42.86,1014.06,543.0362,1139.0330000000001,4
19.77,65.06,1016.22,1286.2362,1481.7615,2
28.04,70.32,1011.28,1971.7727999999997,2191.6063999999997,2
13.35,41.16,1011.32,549.486,1189.752,4
20.54,68.12,1012.23,1399.1848,1664.9723999999999,2
21.67,57.76,1018.32,1251.6592,1478.1107,3
25.61,52.36,1014.1,1340.9396,1610.869,3
18.03,53.16,1013.1,958.4748,1468.0026,3
5.85,40.77,1022.44,238.5045,495.9044999999999,4
10.38,40.92,1021.53,424.74960000000004,987.9684000000002,3
23.36,73.18,1011.96,1709.4848000000002,2082.544,2
12.91,41.16,1011.9,531.3756,1151.4429,4
15.35,41.79,1008.38,641.4765,1245.3455,3
30.69,74.16,1012.71,2275.9704,1868.7141000000001,2
30.58,65.18,1011.61,1993.2044,1144.6093999999998,2
18.15,58.46,1017.42,1061.049,1601.5559999999998,2
12.38,40.6,1013.86,502.62800000000004,1056.633,4
34.65,74.67,1016.03,2587.3155,924.1155,1
10.99,43.5,1021.1,478.065,1029.1036,3
33.72,74.33,1011.4,2506.4076,1264.8372,1
19.09,44.63,1019.91,851.9867,750.6188,3
21.43,63.94,1012.68,1370.2341999999999,2136.1424,2
34.33,74.34,1001.74,2552.0922,1467.6074999999998,2
30.59,70.04,1010.28,2142.5236,1546.6304,1
32.0,73.17,1009.92,2341.44,1359.04,2
3.96,35.47,1016.79,140.4612,331.8876,4
32.45,66.44,1011.21,2155.978,1628.3410000000001,1
28.91,58.33,1013.84,1686.3202999999999,1148.3052,2
32.26,71.29,1008.41,2299.8154,1567.1907999999999,2
23.39,74.22,1009.83,1736.0058,2012.7095,2
29.27,69.89,1015.21,2045.6803,1965.7731999999999,1
16.37,43.5,1021.26,712.095,1185.188,3
18.68,43.69,1016.68,816.1292,913.0784,3
24.86,65.34,1012.99,1624.3524,1499.8038,2
5.12,40.78,1025.45,208.7936,496.0256,4
32.55,73.03,1014.36,2377.1265,1459.2164999999998,2
19.81,43.56,1013.39,862.9236,755.3553,3
8.46,39.42,1025.05,333.49320000000006,586.7856,4
23.71,68.63,1014.54,1627.2173,1091.6084,2
30.52,71.77,1006.22,2190.4204,1721.328,1
22.79,68.63,1012.99,1564.0776999999998,1271.2262,2
19.05,53.16,1013.22,1012.698,1577.34,3
25.72,66.86,1007.47,1719.6391999999998,1778.2808,2
9.64,40.56,1022.51,390.99840000000006,757.8968000000001,4
29.49,70.98,1007.83,2093.2002,2332.0692,2
23.4,49.16,1002.85,1150.3439999999998,1633.7879999999998,2
10.36,43.67,1011.95,452.4212,809.634,4
16.74,39.16,1005.68,655.5383999999999,1191.3858,3
17.07,41.35,1005.88,705.8445,1424.1501,3
27.43,64.96,999.72,1781.8528,1863.5942,2
23.1,60.08,1017.69,1387.848,1511.664,3
28.25,71.77,1006.36,2027.5024999999998,1893.5975,1
30.92,78.05,1011.0,2413.306,1843.4504,2
26.75,58.33,1013.55,1560.3274999999999,1216.3225,2
6.62,41.14,1027.33,272.34680000000003,570.9087999999999,4
12.69,40.75,1016.05,517.1175,1052.2548,4
18.04,44.88,1017.96,809.6352,1196.052,3
19.15,56.53,1019.95,1082.5494999999999,1610.5149999999999,3
12.08,40.24,1016.63,486.09920000000005,1115.2256,4
15.67,48.78,1013.76,764.3826,1393.3764,3
34.63,74.33,1011.7,2574.0479,1089.1135000000002,1
7.46,41.26,1009.63,307.7996,719.9646,4
19.61,56.53,1019.69,1108.5533,1512.5193,3
10.96,41.93,1019.28,459.55280000000005,957.6848,4
24.15,63.13,1013.8,1524.5895,2224.2149999999997,2
8.09,38.5,1012.99,311.465,544.5379,4
21.59,48.06,1012.72,1037.6154000000001,1665.2367,2
25.03,59.21,1017.28,1482.0263,1425.7088,2
10.24,41.58,1021.17,425.7792,966.0416,3
24.2,57.85,1013.05,1399.97,1701.018,2
20.24,58.41,1013.73,1182.2183999999997,2015.7015999999999,2
31.82,73.68,1014.8,2344.4976,1291.2556,2
14.17,39.59,1010.99,560.9903,1333.1136,3
10.07,34.69,1028.09,349.3283,710.1364,4
29.79,68.24,1009.19,2032.8695999999998,1950.9470999999999,1
12.51,43.67,1013.24,546.3117,1145.2904999999998,4
18.91,59.21,1017.76,1119.6611,1711.1659,3
7.98,39.61,1018.57,316.0878,614.7792000000001,4
31.67,69.68,1012.38,2206.7656,1473.2884000000001,2
17.59,65.48,1018.96,1151.7932,1430.7706,3
25.96,60.32,1016.17,1565.9072,1441.0396,2
15.35,35.4,1016.3,543.39,876.7919999999999,3
22.39,48.14,1014.56,1077.8546000000001,1439.9009,2
30.85,67.45,1014.53,2080.8325,1017.7415000000001,2
24.02,64.63,1020.49,1552.4125999999999,1325.1834000000001,2
16.25,40.89,1011.09,664.4625,1018.875,3
24.33,46.93,1013.51,1141.8068999999998,1280.4879,2
28.78,64.96,999.75,1869.5487999999998,1624.0554,2
25.01,59.54,1007.91,1489.0954000000002,2024.0593000000003,2
22.98,58.46,1016.06,1343.4108,1670.4162,2
17.85,46.48,1007.79,829.668,1492.0815000000002,3
24.24,71.58,1010.15,1735.0991999999999,2209.2336,2
5.09,42.85,1013.78,218.1065,464.9206,4
12.68,40.69,1014.46,515.9491999999999,1011.4835999999999,4
29.56,52.84,1006.09,1561.9504,1246.5452,2
18.46,42.18,1001.47,778.6428000000001,1801.8806000000002,3
10.07,40.46,1018.65,407.4322,696.844,4
21.49,56.9,1007.47,1222.781,1432.5233999999998,3
16.69,53.82,1015.39,898.2558,1061.8178,3
28.77,58.33,1013.73,1678.1541,1052.982,2
15.03,42.44,1014.25,637.8731999999999,1420.6355999999998,3
28.62,70.32,1008.87,2012.5584,1335.6954,2
14.84,71.14,1019.61,1055.7176,991.0152,3
23.33,58.95,1017.93,1375.3035,1548.4121,2
26.1,66.25,1009.25,1729.125,2205.972,2
12.72,39.13,1008.36,497.7336000000001,1177.7448000000002,3
26.34,69.45,1013.87,1829.313,1426.311,2
30.54,70.17,999.42,2142.9918,1964.3327999999997,2
7.09,43.65,1019.6,309.4785,511.18899999999996,4
23.47,59.22,1013.44,1389.8934,1955.7550999999999,2
9.78,41.93,1023.18,410.07539999999995,733.9889999999999,4
